frequency,unit,nuts2_code,year,gdp_value,status
A,MIO_EUR,HR05,2009,14836.01,
A,MIO_EUR,HR05,2010,15872.63,
A,MIO_EUR,HR05,2011,15649.89,
A,MIO_EUR,HR05,2012,15321.18,
A,MIO_EUR,HR05,2013,15084.62,
A,MIO_EUR,HR05,2014,15008.59,
A,MIO_EUR,HR05,2015,15421.16,
A,MIO_EUR,HR05,2016,16059.52,
A,MIO_EUR,HR05,2017,17005.49,
A,MIO_EUR,HR05,2018,18103.73,
A,MIO_EUR,HR05,2019,19163.55,
A,MIO_EUR,HR05,2020,17640.65,
A,MIO_EUR,HR05,2021,19888.47,
A,MIO_EUR,HR05,2022,22314.5,
A,MIO_EUR,HR05,2023,26671.22,
A,MIO_EUR,HR05,2024,29116.76,p
A,MIO_EUR,HR06,2000,3996.75,
A,MIO_EUR,HR06,2001,4265.87,
A,MIO_EUR,HR06,2002,4900.19,
A,MIO_EUR,HR06,2003,5061.81,
A,MIO_EUR,HR06,2004,5295.86,
A,MIO_EUR,HR06,2005,5733.54,
A,MIO_EUR,HR06,2006,6209.86,
A,MIO_EUR,HR06,2007,6814.46,
A,MIO_EUR,HR06,2008,7434.97,
A,MIO_EUR,HR06,2009,7058.63,
A,MIO_EUR,HR06,2010,6645.43,
A,MIO_EUR,HR06,2011,6695.62,
A,MIO_EUR,HR06,2012,6636.21,
A,MIO_EUR,HR06,2013,6885.05,
A,MIO_EUR,HR06,2014,6757.71,
A,MIO_EUR,HR06,2015,6964.7,
A,MIO_EUR,HR06,2016,7337.93,
A,MIO_EUR,HR06,2017,7811.58,
A,MIO_EUR,HR06,2018,8327.48,
A,MIO_EUR,HR06,2019,8865.98,
A,MIO_EUR,HR06,2020,8450.15,
A,MIO_EUR,HR06,2021,9557.33,
A,MIO_EUR,HR06,2022,11246.55,
A,MIO_EUR,HR06,2023,13666.54,
A,MIO_EUR,HR06,2024,14399.76,p
A,MIO_EUR,HU11,2000,17495.38,
A,MIO_EUR,HU11,2001,20317.18,
A,MIO_EUR,HU11,2002,25119.51,
A,MIO_EUR,HU11,2003,25770.82,
A,MIO_EUR,HU11,2004,29110.0,
A,MIO_EUR,HU11,2005,32389.26,
A,MIO_EUR,HU11,2006,33478.15,
A,MIO_EUR,HU11,2007,37180.38,
A,MIO_EUR,HU11,2008,40292.85,
A,MIO_EUR,HU11,2009,36636.11,
A,MIO_EUR,HU11,2010,37308.97,
A,MIO_EUR,HU11,2011,38450.04,
A,MIO_EUR,HU11,2012,37946.43,
A,MIO_EUR,HU11,2013,37296.4,
A,MIO_EUR,HU11,2014,39366.13,
A,MIO_EUR,HU11,2015,40717.87,
A,MIO_EUR,HU11,2016,41993.27,
A,MIO_EUR,HU11,2017,46302.45,
A,MIO_EUR,HU11,2018,49694.69,
A,MIO_EUR,HU11,2019,55467.55,
A,MIO_EUR,HU11,2020,51588.88,
A,MIO_EUR,HU11,2021,57413.4,
A,MIO_EUR,HU11,2022,62199.01,
A,MIO_EUR,HU11,2023,74982.1,
A,MIO_EUR,HU11,2024,80200.67,p
A,MIO_EUR,HU12,2000,4416.54,
A,MIO_EUR,HU12,2001,5601.41,
A,MIO_EUR,HU12,2002,6861.97,
A,MIO_EUR,HU12,2003,7392.33,
A,MIO_EUR,HU12,2004,8345.82,
A,MIO_EUR,HU12,2005,9359.38,
A,MIO_EUR,HU12,2006,9347.63,
A,MIO_EUR,HU12,2007,11348.18,
A,MIO_EUR,HU12,2008,11421.88,
A,MIO_EUR,HU12,2009,9920.91,
A,MIO_EUR,HU12,2010,10825.4,
A,MIO_EUR,HU12,2011,10796.43,
A,MIO_EUR,HU12,2012,10130.21,
A,MIO_EUR,HU12,2013,10468.31,
A,MIO_EUR,HU12,2014,10845.59,
A,MIO_EUR,HU12,2015,11791.81,
A,MIO_EUR,HU12,2016,11857.76,
A,MIO_EUR,HU12,2017,12857.02,
A,MIO_EUR,HU12,2018,13906.22,
A,MIO_EUR,HU12,2019,15326.24,
A,MIO_EUR,HU12,2020,14852.61,
A,MIO_EUR,HU12,2021,17265.74,
A,MIO_EUR,HU12,2022,20004.46,
A,MIO_EUR,HU12,2023,23376.07,
A,MIO_EUR,HU12,2024,24190.07,p
A,MIO_EUR,HU21,2000,5419.45,
A,MIO_EUR,HU21,2001,6182.52,
A,MIO_EUR,HU21,2002,7010.0,
A,MIO_EUR,HU21,2003,7628.78,
A,MIO_EUR,HU21,2004,8717.7,
A,MIO_EUR,HU21,2005,9391.5,
A,MIO_EUR,HU21,2006,9226.17,
A,MIO_EUR,HU21,2007,10388.0,
A,MIO_EUR,HU21,2008,10840.75,
A,MIO_EUR,HU21,2009,8722.26,
A,MIO_EUR,HU21,2010,9527.02,
A,MIO_EUR,HU21,2011,9913.34,
A,MIO_EUR,HU21,2012,9546.8,
A,MIO_EUR,HU21,2013,10019.55,
A,MIO_EUR,HU21,2014,10363.34,
A,MIO_EUR,HU21,2015,11403.93,
A,MIO_EUR,HU21,2016,12135.56,
A,MIO_EUR,HU21,2017,12860.59,
A,MIO_EUR,HU21,2018,13781.94,
A,MIO_EUR,HU21,2019,14674.63,
A,MIO_EUR,HU21,2020,13605.39,
A,MIO_EUR,HU21,2021,15209.42,
A,MIO_EUR,HU21,2022,16427.41,
A,MIO_EUR,HU21,2023,19039.37,
A,MIO_EUR,HU21,2024,19575.49,p
A,MIO_EUR,HU22,2000,5774.22,
A,MIO_EUR,HU22,2001,6311.78,
A,MIO_EUR,HU22,2002,7381.74,
A,MIO_EUR,HU22,2003,8175.9,
A,MIO_EUR,HU22,2004,8697.52,
A,MIO_EUR,HU22,2005,9040.69,
A,MIO_EUR,HU22,2006,9418.68,
A,MIO_EUR,HU22,2007,10227.62,
A,MIO_EUR,HU22,2008,10737.08,
A,MIO_EUR,HU22,2009,9004.01,
A,MIO_EUR,HU22,2010,10137.06,
A,MIO_EUR,HU22,2011,10314.87,
A,MIO_EUR,HU22,2012,10066.54,
A,MIO_EUR,HU22,2013,10700.88,
A,MIO_EUR,HU22,2014,11297.33,
A,MIO_EUR,HU22,2015,12178.63,
A,MIO_EUR,HU22,2016,12612.46,
A,MIO_EUR,HU22,2017,13343.2,
A,MIO_EUR,HU22,2018,14032.44,
A,MIO_EUR,HU22,2019,14511.14,
A,MIO_EUR,HU22,2020,13395.78,
A,MIO_EUR,HU22,2021,14384.29,
A,MIO_EUR,HU22,2022,15736.11,
A,MIO_EUR,HU22,2023,17836.09,
A,MIO_EUR,HU22,2024,18316.59,p
A,MIO_EUR,HU23,2000,3743.44,
A,MIO_EUR,HU23,2001,4327.02,
A,MIO_EUR,HU23,2002,5148.14,
A,MIO_EUR,HU23,2003,5270.66,
A,MIO_EUR,HU23,2004,5708.2,
A,MIO_EUR,HU23,2005,5966.41,
A,MIO_EUR,HU23,2006,5906.02,
A,MIO_EUR,HU23,2007,6584.93,
A,MIO_EUR,HU23,2008,6985.35,
A,MIO_EUR,HU23,2009,6109.45,
A,MIO_EUR,HU23,2010,6461.31,
A,MIO_EUR,HU23,2011,6505.34,
A,MIO_EUR,HU23,2012,6381.97,
A,MIO_EUR,HU23,2013,6643.59,
A,MIO_EUR,HU23,2014,6579.23,
A,MIO_EUR,HU23,2015,6865.92,
A,MIO_EUR,HU23,2016,7177.94,
A,MIO_EUR,HU23,2017,7904.61,
A,MIO_EUR,HU23,2018,8491.84,
A,MIO_EUR,HU23,2019,8910.52,
A,MIO_EUR,HU23,2020,8433.76,
A,MIO_EUR,HU23,2021,9459.02,
A,MIO_EUR,HU23,2022,10407.52,
A,MIO_EUR,HU23,2023,11565.76,
A,MIO_EUR,HU23,2024,12024.48,p
A,MIO_EUR,HU31,2000,4134.26,
A,MIO_EUR,HU31,2001,4946.72,
A,MIO_EUR,HU31,2002,5806.81,
A,MIO_EUR,HU31,2003,6074.75,
A,MIO_EUR,HU31,2004,6737.34,
A,MIO_EUR,HU31,2005,7398.4,
A,MIO_EUR,HU31,2006,7293.51,
A,MIO_EUR,HU31,2007,7934.38,
A,MIO_EUR,HU31,2008,8093.59,
A,MIO_EUR,HU31,2009,6752.97,
A,MIO_EUR,HU31,2010,7119.67,
A,MIO_EUR,HU31,2011,7163.05,
A,MIO_EUR,HU31,2012,7114.11,
A,MIO_EUR,HU31,2013,7584.67,
A,MIO_EUR,HU31,2014,7879.96,
A,MIO_EUR,HU31,2015,8727.35,
A,MIO_EUR,HU31,2016,9054.79,
A,MIO_EUR,HU31,2017,10193.61,
A,MIO_EUR,HU31,2018,10868.19,
A,MIO_EUR,HU31,2019,11104.17,
A,MIO_EUR,HU31,2020,10732.02,
A,MIO_EUR,HU31,2021,12155.72,
A,MIO_EUR,HU31,2022,12445.51,
A,MIO_EUR,HU31,2023,14122.24,
A,MIO_EUR,HU31,2024,14411.81,p
A,MIO_EUR,HU32,2000,5224.2,
A,MIO_EUR,HU32,2001,6411.47,
A,MIO_EUR,HU32,2002,7432.84,
A,MIO_EUR,HU32,2003,7854.9,
A,MIO_EUR,HU32,2004,8524.68,
A,MIO_EUR,HU32,2005,9020.04,
A,MIO_EUR,HU32,2006,8975.5,
A,MIO_EUR,HU32,2007,9589.73,
A,MIO_EUR,HU32,2008,10141.6,
A,MIO_EUR,HU32,2009,8942.26,
A,MIO_EUR,HU32,2010,9466.78,
A,MIO_EUR,HU32,2011,9825.91,
A,MIO_EUR,HU32,2012,9794.68,
A,MIO_EUR,HU32,2013,9958.5,
A,MIO_EUR,HU32,2014,10298.4,
A,MIO_EUR,HU32,2015,10773.39,
A,MIO_EUR,HU32,2016,11017.35,
A,MIO_EUR,HU32,2017,12156.16,
A,MIO_EUR,HU32,2018,13112.39,
A,MIO_EUR,HU32,2019,14020.42,
A,MIO_EUR,HU32,2020,13482.02,
A,MIO_EUR,HU32,2021,14892.38,
A,MIO_EUR,HU32,2022,16065.96,
A,MIO_EUR,HU32,2023,18808.17,
A,MIO_EUR,HU32,2024,19685.23,p
A,MIO_EUR,HU33,2000,5093.43,
A,MIO_EUR,HU33,2001,5970.68,
A,MIO_EUR,HU33,2002,7024.31,
A,MIO_EUR,HU33,2003,7176.04,
A,MIO_EUR,HU33,2004,7957.04,
A,MIO_EUR,HU33,2005,8433.82,
A,MIO_EUR,HU33,2006,8392.31,
A,MIO_EUR,HU33,2007,9115.02,
A,MIO_EUR,HU33,2008,9765.64,
A,MIO_EUR,HU33,2009,8328.6,
A,MIO_EUR,HU33,2010,8716.65,
A,MIO_EUR,HU33,2011,9017.89,
A,MIO_EUR,HU33,2012,8999.19,
A,MIO_EUR,HU33,2013,9538.99,
A,MIO_EUR,HU33,2014,9705.32,
A,MIO_EUR,HU33,2015,10395.15,
A,MIO_EUR,HU33,2016,10744.38,
A,MIO_EUR,HU33,2017,11604.87,
A,MIO_EUR,HU33,2018,12692.25,
A,MIO_EUR,HU33,2019,13358.51,
A,MIO_EUR,HU33,2020,12864.04,
A,MIO_EUR,HU33,2021,14191.77,
A,MIO_EUR,HU33,2022,15260.16,
A,MIO_EUR,HU33,2023,17448.85,
A,MIO_EUR,HU33,2024,17635.79,p
A,MIO_EUR,HUZZ,2000,0.0,
A,MIO_EUR,HUZZ,2001,0.0,
A,MIO_EUR,HUZZ,2002,0.0,
A,MIO_EUR,HUZZ,2003,0.0,
A,MIO_EUR,HUZZ,2004,0.0,
A,MIO_EUR,HUZZ,2005,0.0,
A,MIO_EUR,HUZZ,2006,0.0,
A,MIO_EUR,HUZZ,2007,0.0,
A,MIO_EUR,HUZZ,2008,0.0,
A,MIO_EUR,HUZZ,2009,0.0,
A,MIO_EUR,HUZZ,2010,0.0,
A,MIO_EUR,HUZZ,2011,0.0,
A,MIO_EUR,HUZZ,2012,0.0,
A,MIO_EUR,HUZZ,2013,0.0,
A,MIO_EUR,HUZZ,2014,0.0,
A,MIO_EUR,HUZZ,2015,0.0,
A,MIO_EUR,HUZZ,2016,0.0,
A,MIO_EUR,HUZZ,2017,0.0,
A,MIO_EUR,HUZZ,2018,0.0,
A,MIO_EUR,HUZZ,2019,0.0,
A,MIO_EUR,HUZZ,2020,0.0,
A,MIO_EUR,HUZZ,2021,0.0,
A,MIO_EUR,HUZZ,2022,0.0,
A,MIO_EUR,HUZZ,2023,0.0,
A,MIO_EUR,HUZZ,2024,0.0,p
A,MIO_EUR,IE04,2000,12970.46,
A,MIO_EUR,IE04,2001,14674.06,
A,MIO_EUR,IE04,2002,16364.19,
A,MIO_EUR,IE04,2003,17280.65,
A,MIO_EUR,IE04,2004,18700.64,
A,MIO_EUR,IE04,2005,20659.28,
A,MIO_EUR,IE04,2006,21442.08,
A,MIO_EUR,IE04,2007,23472.26,
A,MIO_EUR,IE04,2008,22602.5,
A,MIO_EUR,IE04,2009,18504.2,
A,MIO_EUR,IE04,2010,19746.19,
A,MIO_EUR,IE04,2011,19105.64,
A,MIO_EUR,IE04,2012,18488.61,
A,MIO_EUR,IE04,2013,19240.19,
A,MIO_EUR,IE04,2014,21088.45,
A,MIO_EUR,IE04,2015,22444.17,
A,MIO_EUR,IE04,2016,23128.32,
A,MIO_EUR,IE04,2017,24305.19,
A,MIO_EUR,IE04,2018,25536.24,
A,MIO_EUR,IE04,2019,27927.22,
A,MIO_EUR,IE04,2020,30956.14,
A,MIO_EUR,IE04,2021,35790.97,
A,MIO_EUR,IE04,2022,40653.01,
A,MIO_EUR,IE04,2023,44411.2,
A,MIO_EUR,IE04,2024,44932.71,e
A,MIO_EUR,IE05,2000,33326.7,
A,MIO_EUR,IE05,2001,37922.47,
A,MIO_EUR,IE05,2002,42700.82,
A,MIO_EUR,IE05,2003,44431.67,
A,MIO_EUR,IE05,2004,47030.11,
A,MIO_EUR,IE05,2005,50137.32,
A,MIO_EUR,IE05,2006,54734.65,
A,MIO_EUR,IE05,2007,58197.58,
A,MIO_EUR,IE05,2008,53041.97,
A,MIO_EUR,IE05,2009,51457.45,
A,MIO_EUR,IE05,2010,48650.77,
A,MIO_EUR,IE05,2011,51218.97,
A,MIO_EUR,IE05,2012,51272.49,
A,MIO_EUR,IE05,2013,49386.31,
A,MIO_EUR,IE05,2014,53608.91,
A,MIO_EUR,IE05,2015,106897.45,
A,MIO_EUR,IE05,2016,100701.84,
A,MIO_EUR,IE05,2017,115377.18,
A,MIO_EUR,IE05,2018,120347.1,
A,MIO_EUR,IE05,2019,131593.54,
A,MIO_EUR,IE05,2020,138885.56,
A,MIO_EUR,IE05,2021,165221.51,
A,MIO_EUR,IE05,2022,196036.97,
A,MIO_EUR,IE05,2023,182488.02,
A,MIO_EUR,IE05,2024,182322.58,e
A,MIO_EUR,IE06,2000,62198.12,
A,MIO_EUR,IE06,2001,69492.65,
A,MIO_EUR,IE06,2002,76932.88,
A,MIO_EUR,IE06,2003,83864.53,
A,MIO_EUR,IE06,2004,90529.2,
A,MIO_EUR,IE06,2005,99510.17,
A,MIO_EUR,IE06,2006,108739.52,
A,MIO_EUR,IE06,2007,115399.56,
A,MIO_EUR,IE06,2008,111638.51,
A,MIO_EUR,IE06,2009,99558.06,
A,MIO_EUR,IE06,2010,98858.1,
A,MIO_EUR,IE06,2011,102795.81,
A,MIO_EUR,IE06,2012,106860.81,
A,MIO_EUR,IE06,2013,114282.13,
A,MIO_EUR,IE06,2014,125897.51,
A,MIO_EUR,IE06,2015,142941.28,
A,MIO_EUR,IE06,2016,152102.99,
A,MIO_EUR,IE06,2017,168683.58,
A,MIO_EUR,IE06,2018,189252.62,
A,MIO_EUR,IE06,2019,204231.87,
A,MIO_EUR,IE06,2020,211886.99,
A,MIO_EUR,IE06,2021,247432.64,
A,MIO_EUR,IE06,2022,284028.41,
A,MIO_EUR,IE06,2023,297829.54,
A,MIO_EUR,IE06,2024,335538.92,e
A,MIO_EUR,ITC1,2000,98153.75,
A,MIO_EUR,ITC1,2001,102349.56,
A,MIO_EUR,ITC1,2002,106027.54,
A,MIO_EUR,ITC1,2003,109885.46,
A,MIO_EUR,ITC1,2004,114248.21,
A,MIO_EUR,ITC1,2005,117323.17,
A,MIO_EUR,ITC1,2006,122147.69,
A,MIO_EUR,ITC1,2007,126021.37,
A,MIO_EUR,ITC1,2008,126487.72,
A,MIO_EUR,ITC1,2009,118000.57,
A,MIO_EUR,ITC1,2010,122627.05,
A,MIO_EUR,ITC1,2011,125882.31,
A,MIO_EUR,ITC1,2012,121802.06,
A,MIO_EUR,ITC1,2013,122859.16,
A,MIO_EUR,ITC1,2014,122618.21,
A,MIO_EUR,ITC1,2015,124935.26,
A,MIO_EUR,ITC1,2016,128307.78,
A,MIO_EUR,ITC1,2017,132629.01,
A,MIO_EUR,ITC1,2018,135217.37,
A,MIO_EUR,ITC1,2019,135773.0,
A,MIO_EUR,ITC1,2020,124690.35,
A,MIO_EUR,ITC1,2021,137549.76,
A,MIO_EUR,ITC1,2022,146739.71,
A,MIO_EUR,ITC1,2023,159055.31,
A,MIO_EUR,ITC1,2024,164165.06,
A,MIO_EUR,ITC2,2000,3418.08,
A,MIO_EUR,ITC2,2001,3604.7,
A,MIO_EUR,ITC2,2002,3749.3,
A,MIO_EUR,ITC2,2003,4036.53,
A,MIO_EUR,ITC2,2004,4156.66,
A,MIO_EUR,ITC2,2005,4288.01,
A,MIO_EUR,ITC2,2006,4451.05,
A,MIO_EUR,ITC2,2007,4567.78,
A,MIO_EUR,ITC2,2008,4736.83,
A,MIO_EUR,ITC2,2009,4524.53,
A,MIO_EUR,ITC2,2010,4732.77,
A,MIO_EUR,ITC2,2011,4827.02,
A,MIO_EUR,ITC2,2012,4879.68,
A,MIO_EUR,ITC2,2013,4690.59,
A,MIO_EUR,ITC2,2014,4635.41,
A,MIO_EUR,ITC2,2015,4650.8,
A,MIO_EUR,ITC2,2016,4597.42,
A,MIO_EUR,ITC2,2017,4770.59,
A,MIO_EUR,ITC2,2018,4809.66,
A,MIO_EUR,ITC2,2019,4850.71,
A,MIO_EUR,ITC2,2020,4443.55,
A,MIO_EUR,ITC2,2021,4788.34,
A,MIO_EUR,ITC2,2022,5403.11,
A,MIO_EUR,ITC2,2023,5802.11,
A,MIO_EUR,ITC2,2024,5852.16,
A,MIO_EUR,ITC3,2000,36395.68,
A,MIO_EUR,ITC3,2001,38660.73,
A,MIO_EUR,ITC3,2002,39124.28,
A,MIO_EUR,ITC3,2003,40691.03,
A,MIO_EUR,ITC3,2004,42207.35,
A,MIO_EUR,ITC3,2005,43428.38,
A,MIO_EUR,ITC3,2006,44834.05,
A,MIO_EUR,ITC3,2007,47319.53,
A,MIO_EUR,ITC3,2008,48385.0,
A,MIO_EUR,ITC3,2009,46055.71,
A,MIO_EUR,ITC3,2010,45848.48,
A,MIO_EUR,ITC3,2011,46901.52,
A,MIO_EUR,ITC3,2012,46082.09,
A,MIO_EUR,ITC3,2013,45503.34,
A,MIO_EUR,ITC3,2014,46247.29,
A,MIO_EUR,ITC3,2015,46816.48,
A,MIO_EUR,ITC3,2016,47698.86,
A,MIO_EUR,ITC3,2017,48730.58,
A,MIO_EUR,ITC3,2018,48880.14,
A,MIO_EUR,ITC3,2019,49636.89,
A,MIO_EUR,ITC3,2020,45030.96,
A,MIO_EUR,ITC3,2021,49520.59,
A,MIO_EUR,ITC3,2022,53352.22,
A,MIO_EUR,ITC3,2023,58464.44,
A,MIO_EUR,ITC3,2024,58958.93,
A,MIO_EUR,ITC4,2000,264759.57,
A,MIO_EUR,ITC4,2001,278539.62,
A,MIO_EUR,ITC4,2002,290806.05,
A,MIO_EUR,ITC4,2003,300211.59,
A,MIO_EUR,ITC4,2004,310748.04,
A,MIO_EUR,ITC4,2005,319513.69,
A,MIO_EUR,ITC4,2006,329787.74,
A,MIO_EUR,ITC4,2007,343603.82,
A,MIO_EUR,ITC4,2008,356905.28,
A,MIO_EUR,ITC4,2009,340361.01,
A,MIO_EUR,ITC4,2010,356311.3,
A,MIO_EUR,ITC4,2011,365024.34,
A,MIO_EUR,ITC4,2012,358395.26,
A,MIO_EUR,ITC4,2013,354750.65,
A,MIO_EUR,ITC4,2014,361868.9,
A,MIO_EUR,ITC4,2015,369561.13,
A,MIO_EUR,ITC4,2016,380020.82,
A,MIO_EUR,ITC4,2017,389888.35,
A,MIO_EUR,ITC4,2018,400386.45,
A,MIO_EUR,ITC4,2019,404739.2,
A,MIO_EUR,ITC4,2020,379669.75,
A,MIO_EUR,ITC4,2021,423769.34,
A,MIO_EUR,ITC4,2022,457351.85,
A,MIO_EUR,ITC4,2023,490692.89,
A,MIO_EUR,ITC4,2024,504729.96,
A,MIO_EUR,ITF1,2000,23988.93,
A,MIO_EUR,ITF1,2001,25204.16,
A,MIO_EUR,ITF1,2002,25768.03,
A,MIO_EUR,ITF1,2003,26182.75,
A,MIO_EUR,ITF1,2004,26316.62,
A,MIO_EUR,ITF1,2005,27600.04,
A,MIO_EUR,ITF1,2006,28841.84,
A,MIO_EUR,ITF1,2007,30037.23,
A,MIO_EUR,ITF1,2008,30821.65,
A,MIO_EUR,ITF1,2009,29754.71,
A,MIO_EUR,ITF1,2010,30647.47,
A,MIO_EUR,ITF1,2011,32096.62,
A,MIO_EUR,ITF1,2012,32061.28,
A,MIO_EUR,ITF1,2013,31588.91,
A,MIO_EUR,ITF1,2014,31574.65,
A,MIO_EUR,ITF1,2015,31804.98,
A,MIO_EUR,ITF1,2016,31953.48,
A,MIO_EUR,ITF1,2017,32743.78,
A,MIO_EUR,ITF1,2018,32806.28,
A,MIO_EUR,ITF1,2019,33040.92,
A,MIO_EUR,ITF1,2020,30574.73,
A,MIO_EUR,ITF1,2021,33616.68,
A,MIO_EUR,ITF1,2022,36420.35,
A,MIO_EUR,ITF1,2023,39536.1,
A,MIO_EUR,ITF1,2024,40760.57,
A,MIO_EUR,ITF2,2000,5504.65,
A,MIO_EUR,ITF2,2001,5797.2,
A,MIO_EUR,ITF2,2002,5949.96,
A,MIO_EUR,ITF2,2003,6049.37,
A,MIO_EUR,ITF2,2004,6311.53,
A,MIO_EUR,ITF2,2005,6462.19,
A,MIO_EUR,ITF2,2006,6886.73,
A,MIO_EUR,ITF2,2007,7145.67,
A,MIO_EUR,ITF2,2008,7003.1,
A,MIO_EUR,ITF2,2009,6823.18,
A,MIO_EUR,ITF2,2010,6779.13,
A,MIO_EUR,ITF2,2011,6794.33,
A,MIO_EUR,ITF2,2012,6579.28,
A,MIO_EUR,ITF2,2013,6196.7,
A,MIO_EUR,ITF2,2014,6141.23,
A,MIO_EUR,ITF2,2015,6253.04,
A,MIO_EUR,ITF2,2016,6350.85,
A,MIO_EUR,ITF2,2017,6502.72,
A,MIO_EUR,ITF2,2018,6620.26,
A,MIO_EUR,ITF2,2019,6755.0,
A,MIO_EUR,ITF2,2020,6245.35,
A,MIO_EUR,ITF2,2021,6848.03,
A,MIO_EUR,ITF2,2022,7291.0,
A,MIO_EUR,ITF2,2023,7874.47,
A,MIO_EUR,ITF2,2024,7986.7,
A,MIO_EUR,ITF3,2000,82735.52,
A,MIO_EUR,ITF3,2001,87381.71,
A,MIO_EUR,ITF3,2002,91124.53,
A,MIO_EUR,ITF3,2003,93124.93,
A,MIO_EUR,ITF3,2004,96152.21,
A,MIO_EUR,ITF3,2005,98707.61,
A,MIO_EUR,ITF3,2006,102528.58,
A,MIO_EUR,ITF3,2007,106110.96,
A,MIO_EUR,ITF3,2008,106592.56,
A,MIO_EUR,ITF3,2009,103678.8,
A,MIO_EUR,ITF3,2010,102650.41,
A,MIO_EUR,ITF3,2011,102794.37,
A,MIO_EUR,ITF3,2012,102500.68,
A,MIO_EUR,ITF3,2013,100747.22,
A,MIO_EUR,ITF3,2014,101114.43,
A,MIO_EUR,ITF3,2015,103549.99,
A,MIO_EUR,ITF3,2016,105337.88,
A,MIO_EUR,ITF3,2017,107537.38,
A,MIO_EUR,ITF3,2018,108682.75,
A,MIO_EUR,ITF3,2019,110938.87,
A,MIO_EUR,ITF3,2020,102588.1,
A,MIO_EUR,ITF3,2021,112145.16,
A,MIO_EUR,ITF3,2022,122639.05,
A,MIO_EUR,ITF3,2023,133040.27,
A,MIO_EUR,ITF3,2024,137510.98,
A,MIO_EUR,ITF4,2000,57315.45,
A,MIO_EUR,ITF4,2001,60039.37,
A,MIO_EUR,ITF4,2002,61544.44,
A,MIO_EUR,ITF4,2003,63176.06,
A,MIO_EUR,ITF4,2004,65370.87,
A,MIO_EUR,ITF4,2005,66738.63,
A,MIO_EUR,ITF4,2006,69610.13,
A,MIO_EUR,ITF4,2007,71368.93,
A,MIO_EUR,ITF4,2008,70441.69,
A,MIO_EUR,ITF4,2009,68571.04,
A,MIO_EUR,ITF4,2010,69951.66,
A,MIO_EUR,ITF4,2011,71646.58,
A,MIO_EUR,ITF4,2012,71944.34,
A,MIO_EUR,ITF4,2013,70071.9,
A,MIO_EUR,ITF4,2014,70644.57,
A,MIO_EUR,ITF4,2015,72096.39,
A,MIO_EUR,ITF4,2016,73394.97,
A,MIO_EUR,ITF4,2017,74392.32,
A,MIO_EUR,ITF4,2018,75556.19,
A,MIO_EUR,ITF4,2019,76516.12,
A,MIO_EUR,ITF4,2020,71959.8,
A,MIO_EUR,ITF4,2021,79660.86,
A,MIO_EUR,ITF4,2022,86403.29,
A,MIO_EUR,ITF4,2023,92160.48,
A,MIO_EUR,ITF4,2024,94507.89,
A,MIO_EUR,ITF5,2000,9438.35,
A,MIO_EUR,ITF5,2001,9788.45,
A,MIO_EUR,ITF5,2002,10078.92,
A,MIO_EUR,ITF5,2003,10132.61,
A,MIO_EUR,ITF5,2004,10508.27,
A,MIO_EUR,ITF5,2005,10648.91,
A,MIO_EUR,ITF5,2006,11259.14,
A,MIO_EUR,ITF5,2007,11712.67,
A,MIO_EUR,ITF5,2008,11736.82,
A,MIO_EUR,ITF5,2009,11087.84,
A,MIO_EUR,ITF5,2010,10928.01,
A,MIO_EUR,ITF5,2011,11312.05,
A,MIO_EUR,ITF5,2012,11233.99,
A,MIO_EUR,ITF5,2013,11523.88,
A,MIO_EUR,ITF5,2014,11144.6,
A,MIO_EUR,ITF5,2015,12010.71,
A,MIO_EUR,ITF5,2016,12001.16,
A,MIO_EUR,ITF5,2017,12101.6,
A,MIO_EUR,ITF5,2018,12668.36,
A,MIO_EUR,ITF5,2019,12504.33,
A,MIO_EUR,ITF5,2020,11330.65,
A,MIO_EUR,ITF5,2021,12967.58,
A,MIO_EUR,ITF5,2022,13966.85,
A,MIO_EUR,ITF5,2023,14836.27,
A,MIO_EUR,ITF5,2024,15083.47,
A,MIO_EUR,ITF6,2000,26351.33,
A,MIO_EUR,ITF6,2001,27746.21,
A,MIO_EUR,ITF6,2002,28423.11,
A,MIO_EUR,ITF6,2003,29328.25,
A,MIO_EUR,ITF6,2004,30715.62,
A,MIO_EUR,ITF6,2005,31577.08,
A,MIO_EUR,ITF6,2006,32702.88,
A,MIO_EUR,ITF6,2007,33561.42,
A,MIO_EUR,ITF6,2008,34179.07,
A,MIO_EUR,ITF6,2009,33326.18,
A,MIO_EUR,ITF6,2010,33298.15,
A,MIO_EUR,ITF6,2011,33578.37,
A,MIO_EUR,ITF6,2012,32962.69,
A,MIO_EUR,ITF6,2013,32362.66,
A,MIO_EUR,ITF6,2014,32131.21,
A,MIO_EUR,ITF6,2015,32431.98,
A,MIO_EUR,ITF6,2016,32949.1,
A,MIO_EUR,ITF6,2017,33604.78,
A,MIO_EUR,ITF6,2018,33359.67,
A,MIO_EUR,ITF6,2019,33630.74,
A,MIO_EUR,ITF6,2020,31264.47,
A,MIO_EUR,ITF6,2021,34204.51,
A,MIO_EUR,ITF6,2022,36561.72,
A,MIO_EUR,ITF6,2023,39064.46,
A,MIO_EUR,ITF6,2024,40003.45,
A,MIO_EUR,ITG1,2000,68312.26,
A,MIO_EUR,ITG1,2001,72264.57,
A,MIO_EUR,ITG1,2002,74508.38,
