exporter,importer,year,service_category,trade_value
HKG,DEU,2019,telecom,600.0
HKG,DEU,2019,total_services,6370.3
HKG,DEU,2019,transport,1138.9
HKG,DEU,2019,travel,1182.7
HKG,DEU,2020,financial,730.4
HKG,DEU,2020,other_business,2228.0
HKG,DEU,2020,telecom,642.9
HKG,DEU,2020,total_services,4578.1
HKG,DEU,2020,transport,1166.0
HKG,DEU,2020,travel,1557.8
HKG,DEU,2021,financial,837.2
HKG,DEU,2021,other_business,1835.7
HKG,DEU,2021,telecom,679.6
HKG,DEU,2021,total_services,6319.4
HKG,DEU,2021,transport,982.3
HKG,DEU,2021,travel,1470.0
HKG,ESP,2019,financial,273.4
HKG,ESP,2019,other_business,838.6
HKG,ESP,2019,telecom,225.2
HKG,ESP,2019,total_services,2773.4
HKG,ESP,2019,transport,448.1
HKG,ESP,2019,travel,533.5
HKG,ESP,2020,financial,277.1
HKG,ESP,2020,other_business,778.5
HKG,ESP,2020,telecom,206.6
HKG,ESP,2020,total_services,2721.0
HKG,ESP,2020,transport,301.9
HKG,ESP,2020,travel,583.8
HKG,ESP,2021,financial,226.5
HKG,ESP,2021,other_business,827.3
HKG,ESP,2021,telecom,226.0
HKG,ESP,2021,total_services,2189.2
HKG,ESP,2021,transport,362.8
HKG,ESP,2021,travel,658.0
HKG,FRA,2019,financial,613.1
HKG,FRA,2019,other_business,1665.9
HKG,FRA,2019,telecom,481.9
HKG,FRA,2019,total_services,3989.1
HKG,FRA,2019,transport,724.5
HKG,FRA,2019,travel,1167.5
HKG,FRA,2020,financial,558.6
HKG,FRA,2020,other_business,1490.0
HKG,FRA,2020,telecom,434.3
HKG,FRA,2020,total_services,5088.8
HKG,FRA,2020,transport,1216.5
HKG,FRA,2020,travel,963.7
HKG,FRA,2021,financial,668.1
HKG,FRA,2021,other_business,1690.4
HKG,FRA,2021,telecom,331.4
HKG,FRA,2021,total_services,5499.9
HKG,FRA,2021,transport,877.6
HKG,FRA,2021,travel,1314.2
HKG,GBR,2019,financial,743.5
HKG,GBR,2019,other_business,2137.9
HKG,GBR,2019,telecom,459.3
HKG,GBR,2019,total_services,4509.8
HKG,GBR,2019,transport,885.0
HKG,GBR,2019,travel,676.7
HKG,GBR,2020,financial,751.2
HKG,GBR,2020,other_business,1742.6
HKG,GBR,2020,telecom,454.6
HKG,GBR,2020,total_services,3770.7
HKG,GBR,2020,transport,791.3
HKG,GBR,2020,travel,965.0
HKG,GBR,2021,financial,407.4
HKG,GBR,2021,other_business,1448.7
HKG,GBR,2021,telecom,442.3
HKG,GBR,2021,total_services,5102.0
HKG,GBR,2021,transport,726.4
HKG,GBR,2021,travel,1044.8
HKG,IND,2019,financial,581.6
HKG,IND,2019,other_business,1643.8
HKG,IND,2019,telecom,517.1
HKG,IND,2019,total_services,5176.7
HKG,IND,2019,transport,921.6
HKG,IND,2019,travel,1059.2
HKG,IND,2020,financial,613.7
HKG,IND,2020,other_business,1872.3
HKG,IND,2020,telecom,442.1
HKG,IND,2020,total_services,5132.1
HKG,IND,2020,transport,767.5
HKG,IND,2020,travel,770.5
HKG,IND,2021,financial,732.5
HKG,IND,2021,other_business,2191.3
HKG,IND,2021,telecom,538.5
HKG,IND,2021,total_services,4746.1
HKG,IND,2021,transport,950.0
HKG,IND,2021,travel,1147.0
HKG,IRL,2019,financial,92.1
HKG,IRL,2019,other_business,277.0
HKG,IRL,2019,telecom,74.6
HKG,IRL,2019,total_services,715.1
HKG,IRL,2019,transport,154.1
HKG,IRL,2019,travel,175.3
HKG,IRL,2020,financial,91.5
HKG,IRL,2020,other_business,359.0
HKG,IRL,2020,telecom,74.0
HKG,IRL,2020,total_services,716.4
HKG,IRL,2020,transport,130.6
HKG,IRL,2020,travel,186.7
HKG,IRL,2021,financial,92.7
HKG,IRL,2021,other_business,294.8
HKG,IRL,2021,telecom,115.8
HKG,IRL,2021,total_services,802.6
HKG,IRL,2021,transport,168.4
HKG,IRL,2021,travel,193.7
HKG,ITA,2019,financial,344.6
HKG,ITA,2019,other_business,1020.6
HKG,ITA,2019,telecom,393.9
HKG,ITA,2019,total_services,3134.4
HKG,ITA,2019,transport,571.1
HKG,ITA,2019,travel,720.5
HKG,ITA,2020,financial,352.2
HKG,ITA,2020,other_business,870.6
HKG,ITA,2020,telecom,294.5
HKG,ITA,2020,total_services,4025.6
HKG,ITA,2020,transport,636.8
HKG,ITA,2020,travel,822.6
HKG,ITA,2021,financial,466.2
HKG,ITA,2021,other_business,1100.0
HKG,ITA,2021,telecom,276.0
HKG,ITA,2021,total_services,3391.9
HKG,ITA,2021,transport,661.4
HKG,ITA,2021,travel,818.8
HKG,JPN,2019,financial,846.5
HKG,JPN,2019,other_business,2714.4
HKG,JPN,2019,telecom,636.2
HKG,JPN,2019,total_services,6661.0
HKG,JPN,2019,transport,1535.2
HKG,JPN,2019,travel,1356.8
HKG,JPN,2020,financial,792.2
HKG,JPN,2020,other_business,2375.8
HKG,JPN,2020,telecom,858.6
HKG,JPN,2020,total_services,6896.9
HKG,JPN,2020,transport,1258.3
HKG,JPN,2020,travel,1541.4
HKG,JPN,2021,financial,1135.9
HKG,JPN,2021,other_business,2239.8
HKG,JPN,2021,telecom,736.0
HKG,JPN,2021,total_services,7920.2
HKG,JPN,2021,transport,1290.6
HKG,JPN,2021,travel,2011.4
HKG,KOR,2019,financial,303.8
HKG,KOR,2019,other_business,837.8
HKG,KOR,2019,telecom,320.9
HKG,KOR,2019,total_services,3116.4
HKG,KOR,2019,transport,439.0
HKG,KOR,2019,travel,833.3
HKG,KOR,2020,financial,336.7
HKG,KOR,2020,other_business,1226.8
HKG,KOR,2020,telecom,239.5
HKG,KOR,2020,total_services,2922.4
HKG,KOR,2020,transport,557.6
HKG,KOR,2020,travel,767.5
HKG,KOR,2021,financial,306.7
HKG,KOR,2021,other_business,1164.8
HKG,KOR,2021,telecom,315.2
HKG,KOR,2021,total_services,2796.8
HKG,KOR,2021,transport,368.6
HKG,KOR,2021,travel,891.7
HKG,NLD,2019,financial,220.9
HKG,NLD,2019,other_business,632.6
HKG,NLD,2019,telecom,159.3
HKG,NLD,2019,total_services,1659.3
HKG,NLD,2019,transport,260.8
HKG,NLD,2019,travel,317.4
HKG,NLD,2020,financial,214.1
HKG,NLD,2020,other_business,715.6
HKG,NLD,2020,telecom,171.8
HKG,NLD,2020,total_services,1531.4
HKG,NLD,2020,transport,312.5
HKG,NLD,2020,travel,324.0
HKG,NLD,2021,financial,219.3
HKG,NLD,2021,other_business,789.6
HKG,NLD,2021,telecom,140.4
HKG,NLD,2021,total_services,1887.8
HKG,NLD,2021,transport,314.3
HKG,NLD,2021,travel,479.4
HKG,RUS,2019,financial,336.1
HKG,RUS,2019,other_business,1301.5
HKG,RUS,2019,telecom,244.2
HKG,RUS,2019,total_services,3391.1
HKG,RUS,2019,transport,741.1
HKG,RUS,2019,travel,615.6
HKG,RUS,2020,financial,270.0
HKG,RUS,2020,other_business,1123.8
HKG,RUS,2020,telecom,274.0
HKG,RUS,2020,total_services,2768.9
HKG,RUS,2020,transport,352.8
HKG,RUS,2020,travel,780.1
HKG,RUS,2021,financial,297.0
HKG,RUS,2021,other_business,1368.0
HKG,RUS,2021,telecom,262.4
HKG,RUS,2021,total_services,2546.3
HKG,RUS,2021,transport,648.7
HKG,RUS,2021,travel,711.0
HKG,SGP,2019,financial,104.8
HKG,SGP,2019,other_business,200.4
HKG,SGP,2019,telecom,77.2
HKG,SGP,2019,total_services,633.6
HKG,SGP,2019,transport,97.8
HKG,SGP,2019,travel,183.9
HKG,SGP,2020,financial,80.5
HKG,SGP,2020,other_business,217.8
HKG,SGP,2020,telecom,69.6
HKG,SGP,2020,total_services,822.2
HKG,SGP,2020,transport,152.4
HKG,SGP,2020,travel,134.1
HKG,SGP,2021,financial,68.6
HKG,SGP,2021,other_business,221.5
HKG,SGP,2021,telecom,87.9
HKG,SGP,2021,total_services,607.7
HKG,SGP,2021,transport,151.8
HKG,SGP,2021,travel,168.5
HKG,USA,2019,financial,4440.2
HKG,USA,2019,other_business,9794.0
HKG,USA,2019,telecom,3528.4
HKG,USA,2019,total_services,43168.5
HKG,USA,2019,transport,6610.9
HKG,USA,2019,travel,7006.5
HKG,USA,2020,financial,3711.0
HKG,USA,2020,other_business,11867.9
HKG,USA,2020,telecom,4193.5
HKG,USA,2020,total_services,37433.0
HKG,USA,2020,transport,6139.7
HKG,USA,2020,travel,6520.9
HKG,USA,2021,financial,4930.3
HKG,USA,2021,other_business,13181.2
HKG,USA,2021,telecom,3669.3
HKG,USA,2021,total_services,35690.6
HKG,USA,2021,transport,6794.1
HKG,USA,2021,travel,10037.8
IND,AUS,2019,financial,626.8
IND,AUS,2019,other_business,1953.5
IND,AUS,2019,telecom,523.4
IND,AUS,2019,total_services,6407.9
IND,AUS,2019,transport,1010.9
IND,AUS,2019,travel,1141.0
IND,AUS,2020,financial,687.6
IND,AUS,2020,other_business,2079.5
IND,AUS,2020,telecom,529.4
IND,AUS,2020,total_services,6857.5
IND,AUS,2020,transport,1014.7
IND,AUS,2020,travel,978.8
IND,AUS,2021,financial,593.4
IND,AUS,2021,other_business,1697.3
IND,AUS,2021,telecom,664.5
IND,AUS,2021,total_services,6277.8
IND,AUS,2021,transport,1080.4
IND,AUS,2021,travel,1163.5
IND,BEL,2019,financial,258.9
IND,BEL,2019,other_business,646.9
IND,BEL,2019,telecom,192.4
IND,BEL,2019,total_services,1406.8
IND,BEL,2019,transport,372.4
IND,BEL,2019,travel,398.2
IND,BEL,2020,financial,279.8
IND,BEL,2020,other_business,760.1
IND,BEL,2020,telecom,183.7
IND,BEL,2020,total_services,1965.9
IND,BEL,2020,transport,360.4
IND,BEL,2020,travel,406.0
IND,BEL,2021,financial,206.2
IND,BEL,2021,other_business,832.6
IND,BEL,2021,telecom,183.1
IND,BEL,2021,total_services,1578.8
IND,BEL,2021,transport,280.1
IND,BEL,2021,travel,471.4
IND,BRA,2019,financial,690.7
IND,BRA,2019,other_business,1702.6
IND,BRA,2019,telecom,598.1
IND,BRA,2019,total_services,4214.0
IND,BRA,2019,transport,959.4
IND,BRA,2019,travel,1094.2
IND,BRA,2020,financial,577.7
IND,BRA,2020,other_business,2325.4
IND,BRA,2020,telecom,517.1
IND,BRA,2020,total_services,6881.9
IND,BRA,2020,transport,1040.7
IND,BRA,2020,travel,1338.1
IND,BRA,2021,financial,783.2
IND,BRA,2021,other_business,2498.3
IND,BRA,2021,telecom,592.3
IND,BRA,2021,total_services,7114.7
IND,BRA,2021,transport,1303.2
IND,BRA,2021,travel,1217.6
IND,CAN,2019,financial,656.4
IND,CAN,2019,other_business,2650.5
IND,CAN,2019,telecom,553.4
IND,CAN,2019,total_services,7420.4
IND,CAN,2019,transport,926.6
IND,CAN,2019,travel,1673.9
IND,CAN,2020,financial,729.5
IND,CAN,2020,other_business,2919.6
IND,CAN,2020,telecom,879.1
IND,CAN,2020,total_services,5230.1
IND,CAN,2020,transport,1332.8
IND,CAN,2020,travel,1635.1
IND,CAN,2021,financial,1040.9
IND,CAN,2021,other_business,2929.5
IND,CAN,2021,telecom,656.3
IND,CAN,2021,total_services,8332.9
IND,CAN,2021,transport,1262.7
IND,CAN,2021,travel,1183.2
IND,CHE,2019,financial,252.8
IND,CHE,2019,other_business,977.2
IND,CHE,2019,telecom,254.4
IND,CHE,2019,total_services,2606.8
IND,CHE,2019,transport,487.8
IND,CHE,2019,travel,833.7
IND,CHE,2020,financial,327.4
IND,CHE,2020,other_business,887.9
IND,CHE,2020,telecom,316.5
IND,CHE,2020,total_services,3441.1
IND,CHE,2020,transport,560.0
IND,CHE,2020,travel,447.5
IND,CHE,2021,financial,308.3
IND,CHE,2021,other_business,1410.0
IND,CHE,2021,telecom,275.7
IND,CHE,2021,total_services,3146.4
IND,CHE,2021,transport,542.4
IND,CHE,2021,travel,639.1
IND,CHN,2019,financial,7237.5
IND,CHN,2019,other_business,18373.2
IND,CHN,2019,telecom,5390.7
IND,CHN,2019,total_services,49994.9
IND,CHN,2019,transport,12502.6
IND,CHN,2019,travel,14474.6
IND,CHN,2020,financial,8062.4
IND,CHN,2020,other_business,23071.8
IND,CHN,2020,telecom,5285.7
IND,CHN,2020,total_services,47891.3
IND,CHN,2020,transport,12915.5
IND,CHN,2020,travel,13581.7
IND,CHN,2021,financial,6884.3
IND,CHN,2021,other_business,23562.9
IND,CHN,2021,telecom,7246.8
IND,CHN,2021,total_services,55092.5
IND,CHN,2021,transport,11052.5
IND,CHN,2021,travel,12722.6
IND,DEU,2019,financial,2007.5
IND,DEU,2019,other_business,5016.8
IND,DEU,2019,telecom,1518.2
IND,DEU,2019,total_services,13592.0
IND,DEU,2019,transport,2299.1
IND,DEU,2019,travel,3892.7
IND,DEU,2020,financial,1664.0
IND,DEU,2020,other_business,5122.6
IND,DEU,2020,telecom,1428.5
IND,DEU,2020,total_services,14252.8
IND,DEU,2020,transport,2664.6
IND,DEU,2020,travel,3980.4
IND,DEU,2021,financial,1563.6
IND,DEU,2021,other_business,4330.6
IND,DEU,2021,telecom,1545.8
IND,DEU,2021,total_services,14747.6
IND,DEU,2021,transport,2096.4
IND,DEU,2021,travel,3835.6
IND,ESP,2019,financial,543.2
IND,ESP,2019,other_business,1920.7
IND,ESP,2019,telecom,454.8
IND,ESP,2019,total_services,5259.9
IND,ESP,2019,transport,1141.1
IND,ESP,2019,travel,1204.3
IND,ESP,2020,financial,721.4
IND,ESP,2020,other_business,2070.3
IND,ESP,2020,telecom,581.5
IND,ESP,2020,total_services,4806.5
IND,ESP,2020,transport,1119.8
IND,ESP,2020,travel,892.9
IND,ESP,2021,financial,574.3
IND,ESP,2021,other_business,1747.5
IND,ESP,2021,telecom,416.8
IND,ESP,2021,total_services,4739.5
IND,ESP,2021,transport,1131.7
IND,ESP,2021,travel,1231.8
IND,FRA,2019,financial,1296.0
IND,FRA,2019,other_business,3363.6
IND,FRA,2019,telecom,1051.2
IND,FRA,2019,total_services,10323.5
IND,FRA,2019,transport,1743.4
IND,FRA,2019,travel,3063.8
IND,FRA,2020,financial,1197.8
IND,FRA,2020,other_business,3990.0
IND,FRA,2020,telecom,998.4
IND,FRA,2020,total_services,7879.8
IND,FRA,2020,transport,1493.3
IND,FRA,2020,travel,1931.8
IND,FRA,2021,financial,1246.3
IND,FRA,2021,other_business,4361.3
IND,FRA,2021,telecom,1215.1
IND,FRA,2021,total_services,8326.0
IND,FRA,2021,transport,2129.1
IND,FRA,2021,travel,2419.5
IND,GBR,2019,financial,1091.4
IND,GBR,2019,other_business,3397.6
IND,GBR,2019,telecom,1049.1
IND,GBR,2019,total_services,10242.2
IND,GBR,2019,transport,2982.6
IND,GBR,2019,travel,2535.8
IND,GBR,2020,financial,1417.3
IND,GBR,2020,other_business,4597.5
IND,GBR,2020,telecom,790.6
IND,GBR,2020,total_services,11445.0
IND,GBR,2020,transport,2097.5
IND,GBR,2020,travel,2429.5
IND,GBR,2021,financial,1212.8
IND,GBR,2021,other_business,4478.4
IND,GBR,2021,telecom,1026.9
IND,GBR,2021,total_services,10429.1
IND,GBR,2021,transport,1750.7
IND,GBR,2021,travel,2065.1
IND,HKG,2019,financial,197.3
IND,HKG,2019,other_business,469.0
IND,HKG,2019,telecom,135.1
IND,HKG,2019,total_services,1676.4
IND,HKG,2019,transport,313.3
IND,HKG,2019,travel,378.6
IND,HKG,2020,financial,202.7
IND,HKG,2020,other_business,646.1
IND,HKG,2020,telecom,158.7
IND,HKG,2020,total_services,1756.6
IND,HKG,2020,transport,235.8
IND,HKG,2020,travel,334.1
IND,HKG,2021,financial,200.5
IND,HKG,2021,other_business,748.5
IND,HKG,2021,telecom,144.8
IND,HKG,2021,total_services,2124.1
IND,HKG,2021,transport,243.8
IND,HKG,2021,travel,388.6
IND,IRL,2019,financial,197.6
IND,IRL,2019,other_business,704.1
IND,IRL,2019,telecom,184.1
IND,IRL,2019,total_services,1672.9
IND,IRL,2019,transport,425.1
IND,IRL,2019,travel,506.2
IND,IRL,2020,financial,225.5
IND,IRL,2020,other_business,678.3
IND,IRL,2020,telecom,138.3
IND,IRL,2020,total_services,1933.9
IND,IRL,2020,transport,343.6
IND,IRL,2020,travel,412.3
IND,IRL,2021,financial,188.2
IND,IRL,2021,other_business,722.0
IND,IRL,2021,telecom,195.0
IND,IRL,2021,total_services,1866.1
IND,IRL,2021,transport,365.6
IND,IRL,2021,travel,363.2
IND,ITA,2019,financial,896.5
IND,ITA,2019,other_business,2098.0
IND,ITA,2019,telecom,576.4
IND,ITA,2019,total_services,7568.4
IND,ITA,2019,transport,1388.1
IND,ITA,2019,travel,1309.7
IND,ITA,2020,financial,725.3
IND,ITA,2020,other_business,2003.2
IND,ITA,2020,telecom,774.6
IND,ITA,2020,total_services,6874.7
IND,ITA,2020,transport,1158.6
IND,ITA,2020,travel,1982.2
IND,ITA,2021,financial,877.9
IND,ITA,2021,other_business,2370.1
IND,ITA,2021,telecom,939.9
IND,ITA,2021,total_services,7083.9
IND,ITA,2021,transport,1175.9
IND,ITA,2021,travel,1549.7
IND,JPN,2019,financial,2257.9
IND,JPN,2019,other_business,5087.6
IND,JPN,2019,telecom,1238.1
IND,JPN,2019,total_services,13828.0
IND,JPN,2019,transport,2406.9
IND,JPN,2019,travel,3447.6
IND,JPN,2020,financial,2152.5
IND,JPN,2020,other_business,5813.2
IND,JPN,2020,telecom,1464.9
IND,JPN,2020,total_services,17252.5
IND,JPN,2020,transport,3208.0
IND,JPN,2020,travel,3333.2
IND,JPN,2021,financial,1557.0
IND,JPN,2021,other_business,6310.7
IND,JPN,2021,telecom,1871.9
IND,JPN,2021,total_services,14085.7
IND,JPN,2021,transport,2404.5
IND,JPN,2021,travel,3942.8
IND,KOR,2019,financial,802.3
IND,KOR,2019,other_business,2984.3
IND,KOR,2019,telecom,598.5
IND,KOR,2019,total_services,7683.3
IND,KOR,2019,transport,981.1
IND,KOR,2019,travel,1409.8
IND,KOR,2020,financial,701.1
IND,KOR,2020,other_business,2137.7
IND,KOR,2020,telecom,724.7
IND,KOR,2020,total_services,5697.1
IND,KOR,2020,transport,1006.1
IND,KOR,2020,travel,1454.4
IND,KOR,2021,financial,853.3
IND,KOR,2021,other_business,2275.4
IND,KOR,2021,telecom,593.1
IND,KOR,2021,total_services,6827.5
IND,KOR,2021,transport,1012.5
IND,KOR,2021,travel,1608.0
IND,NLD,2019,financial,424.2
IND,NLD,2019,other_business,1561.3
IND,NLD,2019,telecom,459.6
IND,NLD,2019,total_services,2768.1
IND,NLD,2019,transport,786.7
IND,NLD,2019,travel,579.3
IND,NLD,2020,financial,401.7
IND,NLD,2020,other_business,1744.0
IND,NLD,2020,telecom,457.6
IND,NLD,2020,total_services,4045.0
IND,NLD,2020,transport,684.0
IND,NLD,2020,travel,802.7
IND,NLD,2021,financial,416.1
IND,NLD,2021,other_business,1572.6
IND,NLD,2021,telecom,454.9
IND,NLD,2021,total_services,4269.3
IND,NLD,2021,transport,755.5
IND,NLD,2021,travel,864.6
IND,RUS,2019,financial,779.2
IND,RUS,2019,other_business,2308.8
IND,RUS,2019,telecom,642.9
IND,RUS,2019,total_services,6577.8
IND,RUS,2019,transport,974.8
IND,RUS,2019,travel,1094.5
IND,RUS,2020,financial,687.1
IND,RUS,2020,other_business,2564.6
IND,RUS,2020,telecom,563.7
IND,RUS,2020,total_services,5010.6
IND,RUS,2020,transport,1215.5
IND,RUS,2020,travel,1710.7
IND,RUS,2021,financial,797.3
IND,RUS,2021,other_business,2853.5
IND,RUS,2021,telecom,626.5
IND,RUS,2021,total_services,6043.0
IND,RUS,2021,transport,1258.1
IND,RUS,2021,travel,1368.9
IND,SGP,2019,financial,232.0
IND,SGP,2019,other_business,770.2
IND,SGP,2019,telecom,158.0
IND,SGP,2019,total_services,1499.8
IND,SGP,2019,transport,277.0
IND,SGP,2019,travel,349.1
IND,SGP,2020,financial,179.6
IND,SGP,2020,other_business,655.8
IND,SGP,2020,telecom,120.9
IND,SGP,2020,total_services,1907.3
IND,SGP,2020,transport,298.3
IND,SGP,2020,travel,413.6
IND,SGP,2021,financial,208.6
IND,SGP,2021,other_business,560.4
IND,SGP,2021,telecom,163.1
IND,SGP,2021,total_services,1787.7
IND,SGP,2021,transport,315.3
IND,SGP,2021,travel,307.6
IND,USA,2019,financial,9628.6
IND,USA,2019,other_business,34897.3
IND,USA,2019,telecom,7656.4
IND,USA,2019,total_services,68592.3
IND,USA,2019,transport,15479.9
IND,USA,2019,travel,15953.3
IND,USA,2020,financial,9597.4
IND,USA,2020,other_business,25423.0
IND,USA,2020,telecom,9568.2
IND,USA,2020,total_services,73513.4
IND,USA,2020,transport,15174.1
IND,USA,2020,travel,16941.8
IND,USA,2021,financial,9774.3
IND,USA,2021,other_business,29417.7
IND,USA,2021,telecom,9518.7
IND,USA,2021,total_services,76531.7
IND,USA,2021,transport,14600.8
IND,USA,2021,travel,15204.1
IRL,AUS,2019,financial,607.4
IRL,AUS,2019,other_business,1978.6
IRL,AUS,2019,telecom,507.1
IRL,AUS,2019,total_services,7223.3
IRL,AUS,2019,transport,1000.9
IRL,AUS,2019,travel,1195.7
IRL,AUS,2020,financial,656.9
IRL,AUS,2020,other_business,2525.4
IRL,AUS,2020,telecom,669.6
IRL,AUS,2020,total_services,4805.8
IRL,AUS,2020,transport,1320.0
IRL,AUS,2020,travel,1676.8
IRL,AUS,2021,financial,754.7
IRL,AUS,2021,other_business,2113.4
IRL,AUS,2021,telecom,627.9
IRL,AUS,2021,total_services,5934.4
IRL,AUS,2021,transport,1090.6
IRL,AUS,2021,travel,960.2
IRL,BEL,2019,financial,201.9
IRL,BEL,2019,other_business,579.2
IRL,BEL,2019,telecom,222.2
IRL,BEL,2019,total_services,1500.7
IRL,BEL,2019,transport,353.0
IRL,BEL,2019,travel,552.2
IRL,BEL,2020,financial,221.7
IRL,BEL,2020,other_business,764.7
IRL,BEL,2020,telecom,242.2
IRL,BEL,2020,total_services,2303.6
IRL,BEL,2020,transport,471.9
IRL,BEL,2020,travel,438.4
IRL,BEL,2021,financial,303.5
IRL,BEL,2021,other_business,801.2
IRL,BEL,2021,telecom,230.1
IRL,BEL,2021,total_services,2388.7
IRL,BEL,2021,transport,440.9
IRL,BEL,2021,travel,414.5
IRL,BRA,2019,financial,864.1
IRL,BRA,2019,other_business,2233.2
IRL,BRA,2019,telecom,523.7
IRL,BRA,2019,total_services,5286.2
IRL,BRA,2019,transport,969.4
IRL,BRA,2019,travel,1440.2
IRL,BRA,2020,financial,746.7
IRL,BRA,2020,other_business,2066.9
IRL,BRA,2020,telecom,603.4
IRL,BRA,2020,total_services,6260.5
IRL,BRA,2020,transport,1066.2
IRL,BRA,2020,travel,1087.4
IRL,BRA,2021,financial,571.5
IRL,BRA,2021,other_business,2249.6
IRL,BRA,2021,telecom,641.9
IRL,BRA,2021,total_services,6313.1
IRL,BRA,2021,transport,1053.4
IRL,BRA,2021,travel,1225.0
IRL,CAN,2019,financial,990.9
IRL,CAN,2019,other_business,2481.8
IRL,CAN,2019,telecom,663.3
IRL,CAN,2019,total_services,9189.0
IRL,CAN,2019,transport,1097.9
IRL,CAN,2019,travel,1542.8
IRL,CAN,2020,financial,783.5
IRL,CAN,2020,other_business,2605.2
IRL,CAN,2020,telecom,804.6
IRL,CAN,2020,total_services,7654.9
IRL,CAN,2020,transport,1265.7
IRL,CAN,2020,travel,1304.8
IRL,CAN,2021,financial,1012.4
IRL,CAN,2021,other_business,3283.9
IRL,CAN,2021,telecom,833.0
IRL,CAN,2021,total_services,6503.5
IRL,CAN,2021,transport,1175.3
IRL,CAN,2021,travel,1861.9
IRL,CHE,2019,financial,291.6
IRL,CHE,2019,other_business,1318.3
IRL,CHE,2019,telecom,301.1
IRL,CHE,2019,total_services,2656.1
IRL,CHE,2019,transport,516.3
IRL,CHE,2019,travel,680.8
IRL,CHE,2020,financial,447.6
IRL,CHE,2020,other_business,852.8
IRL,CHE,2020,telecom,300.9
IRL,CHE,2020,total_services,3371.0
IRL,CHE,2020,transport,688.9
IRL,CHE,2020,travel,803.5
IRL,CHE,2021,financial,309.1
IRL,CHE,2021,other_business,1357.8
IRL,CHE,2021,telecom,333.3
IRL,CHE,2021,total_services,3471.8
IRL,CHE,2021,transport,443.9
IRL,CHE,2021,travel,722.5
IRL,CHN,2019,financial,9223.1
IRL,CHN,2019,other_business,22784.2
IRL,CHN,2019,telecom,4939.0
IRL,CHN,2019,total_services,54647.7
IRL,CHN,2019,transport,9729.1
IRL,CHN,2019,travel,16382.8
IRL,CHN,2020,financial,7391.2
IRL,CHN,2020,other_business,19245.2
IRL,CHN,2020,telecom,7166.0
IRL,CHN,2020,total_services,65024.7
IRL,CHN,2020,transport,10723.9
IRL,CHN,2020,travel,14766.1
IRL,CHN,2021,financial,7399.6
IRL,CHN,2021,other_business,25267.1
IRL,CHN,2021,telecom,6430.4
IRL,CHN,2021,total_services,72909.4
IRL,CHN,2021,transport,10283.8
IRL,CHN,2021,travel,14899.3
IRL,DEU,2019,financial,2271.2
IRL,DEU,2019,other_business,5655.2
IRL,DEU,2019,telecom,1095.9
IRL,DEU,2019,total_services,11281.7
IRL,DEU,2019,transport,2781.8
IRL,DEU,2019,travel,2786.3
IRL,DEU,2020,financial,2238.5
IRL,DEU,2020,other_business,6274.7
IRL,DEU,2020,telecom,1724.9
IRL,DEU,2020,total_services,15420.8
IRL,DEU,2020,transport,2594.7
IRL,DEU,2020,travel,3137.7
IRL,DEU,2021,financial,2092.5
IRL,DEU,2021,other_business,5323.2
IRL,DEU,2021,telecom,1500.9
IRL,DEU,2021,total_services,18405.0
IRL,DEU,2021,transport,2720.9
IRL,DEU,2021,travel,2819.5
IRL,ESP,2019,financial,565.1
IRL,ESP,2019,other_business,1691.4
IRL,ESP,2019,telecom,613.9
IRL,ESP,2019,total_services,5533.9
IRL,ESP,2019,transport,879.2
IRL,ESP,2019,travel,1135.3
IRL,ESP,2020,financial,683.4
IRL,ESP,2020,other_business,1926.6
IRL,ESP,2020,telecom,427.6
IRL,ESP,2020,total_services,5918.7
IRL,ESP,2020,transport,1210.5
IRL,ESP,2020,travel,996.1
IRL,ESP,2021,financial,525.2
IRL,ESP,2021,other_business,1591.8
IRL,ESP,2021,telecom,423.8
IRL,ESP,2021,total_services,5408.5
IRL,ESP,2021,transport,1247.2
IRL,ESP,2021,travel,942.7
IRL,FRA,2019,financial,1289.5
IRL,FRA,2019,other_business,4404.2
IRL,FRA,2019,telecom,1086.5
IRL,FRA,2019,total_services,13080.1
IRL,FRA,2019,transport,2179.0
IRL,FRA,2019,travel,1744.5
IRL,FRA,2020,financial,1257.9
IRL,FRA,2020,other_business,3346.6
IRL,FRA,2020,telecom,993.2
IRL,FRA,2020,total_services,9099.4
IRL,FRA,2020,transport,1978.9
IRL,FRA,2020,travel,2392.1
IRL,FRA,2021,financial,1305.4
IRL,FRA,2021,other_business,3851.6
IRL,FRA,2021,telecom,931.7
IRL,FRA,2021,total_services,11135.8
IRL,FRA,2021,transport,2071.6
IRL,FRA,2021,travel,2134.2
IRL,GBR,2019,financial,1003.5
IRL,GBR,2019,other_business,3802.0
IRL,GBR,2019,telecom,1066.6
IRL,GBR,2019,total_services,10287.1
IRL,GBR,2019,transport,1862.9
IRL,GBR,2019,travel,2146.8
IRL,GBR,2020,financial,1957.2
IRL,GBR,2020,other_business,5342.3
IRL,GBR,2020,telecom,1370.7
IRL,GBR,2020,total_services,10777.6
IRL,GBR,2020,transport,2523.3
IRL,GBR,2020,travel,1978.8
IRL,GBR,2021,financial,1036.4
IRL,GBR,2021,other_business,5112.0
IRL,GBR,2021,telecom,1199.3
IRL,GBR,2021,total_services,10584.9
IRL,GBR,2021,transport,1895.7
IRL,GBR,2021,travel,2162.4
